date,category_code,total_views,total_carts,total_purchases,revenue,conversion_rate
2019-10-06,construction.tools.drill,6822,44,59,4150.58,0.008648490178833186
2019-10-06,construction.tools.generator,3638,38,45,5658.720000000001,0.012369433754810335
2019-10-06,construction.tools.light,723,2,2,33.28,0.0027662517289073307
2019-10-06,construction.tools.painting,390,0,4,289.85,0.010256410256410256
2019-10-06,construction.tools.pump,918,4,0,0.0,0.0
2019-10-06,construction.tools.saw,3875,79,61,6695.210000000001,0.015741935483870966
2019-10-06,construction.tools.welding,2183,20,21,3903.24,0.00961978928080623
2019-10-06,country_yard.cultivator,266,0,6,2295.44,0.022556390977443608
2019-10-06,country_yard.furniture.bench,9,0,0,0.0,0.0
2019-10-06,country_yard.furniture.hammok,38,0,0,0.0,0.0
2019-10-06,country_yard.lawn_mower,219,0,1,142.2,0.0045662100456621
2019-10-06,electronics.audio.acoustic,2511,4,29,7281.780000000001,0.011549183592194345
2019-10-06,electronics.audio.headphone,31902,1958,860,101866.01999999999,0.02695755751990471
2019-10-06,electronics.audio.microphone,743,1,9,1332.72,0.012113055181695828
2019-10-06,electronics.audio.music_tools.piano,858,0,9,1199.0800000000002,0.01048951048951049
2019-10-06,electronics.audio.subwoofer,12757,16,123,10222.41,0.009641765305322568
2019-10-06,electronics.camera.photo,385,0,8,3047.75,0.02077922077922078
2019-10-06,electronics.camera.video,1252,18,5,1980.6999999999998,0.003993610223642172
2019-10-06,electronics.clocks,41303,932,598,157764.8,0.014478367188824056
2019-10-06,electronics.smartphone,334498,19651,10068,4490350.32,0.03009883467165723
2019-10-06,electronics.tablet,9595,366,204,51100.5,0.02126107347576863
2019-10-06,electronics.telephone,7076,152,91,2951.8500000000004,0.012860373092142453
2019-10-06,electronics.video.projector,397,6,1,403.16,0.0025188916876574307
2019-10-06,electronics.video.tv,29791,1417,667,253736.62999999998,0.02238931220838508
2019-10-06,furniture.bathroom.bath,553,0,1,209.53,0.0018083182640144665
2019-10-06,furniture.bathroom.toilet,635,0,4,251.41,0.006299212598425197
2019-10-06,furniture.bedroom.bed,8248,8,48,10583.769999999999,0.005819592628516004
2019-10-06,furniture.bedroom.blanket,692,0,6,104.81,0.008670520231213872
2019-10-06,furniture.bedroom.pillow,528,0,4,59.41,0.007575757575757576
2019-10-06,furniture.kitchen.chair,2523,0,23,1655.6,0.009116131589377725
2019-10-06,furniture.kitchen.table,2158,0,10,2006.13,0.004633920296570899
2019-10-06,furniture.living_room.cabinet,7785,0,54,14712.359999999999,0.006936416184971098
2019-10-06,furniture.living_room.chair,2575,18,23,2098.0600000000004,0.008932038834951457
2019-10-06,furniture.living_room.sofa,4326,0,32,16237.859999999999,0.007397133610725843
2019-10-06,furniture.universal.light,237,0,0,0.0,0.0
2019-10-06,kids.carriage,6671,23,73,11205.1,0.01094288712336981
2019-10-06,kids.dolls,898,1,9,290.81,0.01002227171492205
2019-10-06,kids.fmcg.diapers,598,0,23,350.89,0.038461538461538464
2019-10-06,kids.skates,3077,54,34,8871.220000000001,0.011049723756906077
2019-10-06,kids.swing,881,1,2,281.09000000000003,0.0022701475595913734
2019-10-06,kids.toys,2515,12,23,742.7699999999999,0.009145129224652087
2019-10-06,medicine.tools.tonometer,306,0,10,409.27,0.032679738562091505
2019-10-06,sport.bicycle,4491,13,25,5604.919999999999,0.0055666889334224
2019-10-06,sport.ski,98,0,0,0.0,0.0
2019-10-06,sport.snowboard,130,0,2,442.22,0.015384615384615385
2019-10-06,sport.tennis,68,0,0,0.0,0.0
2019-10-06,sport.trainer,836,0,12,6309.049999999999,0.014354066985645933
2019-10-06,stationery.cartrige,261,6,7,67.25999999999999,0.02681992337164751
2019-10-07,accessories.bag,4985,5,39,1259.9499999999998,0.0078234704112337
2019-10-07,accessories.umbrella,90,0,1,25.48,0.011111111111111112
2019-10-07,accessories.wallet,1165,0,8,349.81,0.0068669527896995704
2019-10-07,apparel.belt,64,0,0,0.0,0.0
2019-10-07,apparel.costume,1108,0,4,473.64,0.0036101083032490976
2019-10-07,apparel.dress,354,0,0,0.0,0.0
2019-10-07,apparel.jeans,1303,0,3,134.37,0.0023023791250959325
2019-10-07,apparel.scarf,89,0,0,0.0,0.0
2019-10-07,apparel.shirt,285,0,3,91.38,0.010526315789473684
2019-10-07,apparel.shoes,12361,0,65,6441.83,0.005258474233476256
2019-10-07,apparel.shoes.ballet_shoes,54,0,0,0.0,0.0
2019-10-07,apparel.shoes.espadrilles,37,0,0,0.0,0.0
2019-10-07,apparel.shoes.keds,9068,0,65,5154.509999999999,0.0071680635200705774
2019-10-07,apparel.shoes.moccasins,272,0,1,64.61,0.003676470588235294
2019-10-07,apparel.shoes.sandals,184,0,1,35.78,0.005434782608695652
2019-10-07,apparel.shoes.slipons,121,0,0,0.0,0.0
2019-10-07,apparel.shoes.step_ins,43,0,0,0.0,0.0
2019-10-07,apparel.shorts,34,0,2,32.18,0.058823529411764705
2019-10-07,apparel.skirt,32,0,0,0.0,0.0
2019-10-07,apparel.sock,85,0,1,21.85,0.011764705882352941
2019-10-07,apparel.trousers,601,0,1,77.2,0.0016638935108153079
2019-10-07,apparel.tshirt,827,0,2,61.11,0.0024183796856106408
2019-10-07,apparel.underwear,1044,0,3,60.53,0.0028735632183908046
2019-10-07,appliances.environment.air_conditioner,1059,3,7,3992.05,0.0066100094428706326
2019-10-07,appliances.environment.air_heater,3732,21,63,2127.77,0.016881028938906754
2019-10-07,appliances.environment.fan,53,0,2,35.98,0.03773584905660377
2019-10-07,appliances.environment.vacuum,19164,183,320,42974.1,0.01669797537048633
2019-10-07,appliances.environment.water_heater,3822,45,71,7124.870000000001,0.018576661433804292
2019-10-07,appliances.iron,4861,9,128,8171.060000000001,0.026332030446410203
2019-10-07,appliances.ironing_board,870,0,15,552.02,0.017241379310344827
2019-10-07,appliances.kitchen.blender,5347,37,79,4209.4800000000005,0.01477463998503834
2019-10-07,appliances.kitchen.coffee_grinder,250,0,2,38.33,0.008
2019-10-07,appliances.kitchen.coffee_machine,2425,2,18,1188.3700000000001,0.007422680412371134
2019-10-07,appliances.kitchen.dishwasher,2404,7,14,5318.77,0.005823627287853577
2019-10-07,appliances.kitchen.grill,1580,6,16,1752.1800000000003,0.010126582278481013
2019-10-07,appliances.kitchen.hob,2621,2,27,5663.28,0.01030141167493323
2019-10-07,appliances.kitchen.hood,2903,1,22,2873.51,0.007578367206338271
2019-10-07,appliances.kitchen.juicer,1396,6,22,2341.63,0.015759312320916905
2019-10-07,appliances.kitchen.kettle,5081,43,92,2769.97,0.018106671914977366
2019-10-07,appliances.kitchen.meat_grinder,4552,10,70,5040.52,0.015377855887521968
2019-10-07,appliances.kitchen.microwave,4182,32,95,7064.74,0.02271640363462458
2019-10-07,appliances.kitchen.mixer,2449,5,24,3091.6400000000003,0.009799918334013884
2019-10-07,appliances.kitchen.oven,4592,5,65,10350.19,0.014155052264808362
2019-10-07,appliances.kitchen.refrigerators,24868,67,329,105143.12999999999,0.013229853627151358
2019-10-07,appliances.kitchen.steam_cooker,386,1,2,143.07,0.0051813471502590676
2019-10-07,appliances.kitchen.toster,744,1,21,850.12,0.028225806451612902
2019-10-07,appliances.kitchen.washer,21893,137,390,108913.23999999999,0.017813913122916
2019-10-07,appliances.personal.hair_cutter,1697,3,32,1393.0299999999997,0.01885680612846199
2019-10-07,appliances.personal.massager,394,0,1,30.12,0.0025380710659898475
2019-10-07,appliances.personal.scales,1657,13,35,707.95,0.02112251056125528
2019-10-07,appliances.sewing_machine,3457,24,51,13966.710000000001,0.014752675730402082
2019-10-07,auto.accessories.alarm,7367,133,113,14709.0,0.015338672458259808
2019-10-07,auto.accessories.compressor,2163,1,21,2947.4900000000002,0.009708737864077669
2019-10-07,auto.accessories.parktronic,551,0,3,189.18,0.0054446460980036296
2019-10-07,auto.accessories.player,19651,55,212,23619.39,0.010788255050633555
2019-10-07,auto.accessories.radar,1706,23,21,1679.9899999999998,0.0123094958968347
2019-10-07,auto.accessories.videoregister,8833,84,97,10967.660000000002,0.010981546473451828
2019-10-07,auto.accessories.winch,322,0,0,0.0,0.0
2019-10-07,computers.components.cooler,1366,0,16,528.59,0.01171303074670571
2019-10-07,computers.components.cpu,1593,2,1,484.19,0.0006277463904582549
2019-10-07,computers.components.hdd,1855,17,27,1646.7099999999998,0.014555256064690027
2019-10-07,computers.components.memory,1256,2,18,1095.68,0.014331210191082803
2019-10-07,computers.components.motherboard,1153,1,16,2730.05,0.013876843018213356
2019-10-07,computers.components.power_supply,666,2,7,310.96000000000004,0.010510510510510511
2019-10-07,computers.components.videocards,2268,3,18,4803.92,0.007936507936507936
2019-10-07,computers.desktop,11196,17,98,35097.990000000005,0.008753126116470169
2019-10-07,computers.ebooks,760,7,7,1137.63,0.009210526315789473
2019-10-07,computers.notebook,32195,91,437,247137.48,0.013573536263394937
2019-10-07,computers.peripherals.camera,178,2,1,22.1,0.0056179775280898875
2019-10-07,computers.peripherals.keyboard,1639,3,16,940.73,0.009762050030506406
2019-10-07,computers.peripherals.monitor,2971,1,31,7076.59,0.010434197239986537
2019-10-07,computers.peripherals.mouse,2296,13,34,780.28,0.014808362369337979
2019-10-07,computers.peripherals.printer,4346,103,87,16060.09,0.020018407731247124
2019-10-07,construction.components.faucet,776,2,7,226.82999999999998,0.00902061855670103
2019-10-07,construction.tools.drill,7617,60,83,7377.5599999999995,0.01089667848234213
2019-10-07,construction.tools.generator,3451,9,26,3992.8399999999997,0.007534048101999421
2019-10-07,construction.tools.light,638,0,2,11.98,0.003134796238244514
2019-10-07,construction.tools.painting,576,0,2,55.34,0.003472222222222222
2019-10-07,construction.tools.pump,1076,4,2,81.54,0.0018587360594795538
2019-10-07,construction.tools.saw,3478,55,44,6806.3099999999995,0.012650948821161587
2019-10-07,construction.tools.welding,2123,26,25,3993.2299999999996,0.011775788977861516
2019-10-07,country_yard.cultivator,221,0,0,0.0,0.0
2019-10-07,country_yard.furniture.bench,8,0,0,0.0,0.0
2019-10-07,country_yard.furniture.hammok,38,0,0,0.0,0.0
2019-10-07,country_yard.lawn_mower,191,0,1,79.01,0.005235602094240838
2019-10-07,electronics.audio.acoustic,2246,2,20,3261.1,0.008904719501335707
2019-10-07,electronics.audio.headphone,29131,1069,851,101740.37,0.02921286601901754
2019-10-07,electronics.audio.microphone,762,1,10,689.88,0.013123359580052493
2019-10-07,electronics.audio.music_tools.piano,949,3,12,2894.77,0.012644889357218124
2019-10-07,electronics.audio.subwoofer,12097,25,131,11014.85,0.010829131189551129
2019-10-07,electronics.camera.photo,294,0,6,3231.81,0.02040816326530612
2019-10-07,electronics.camera.video,1084,6,13,5691.299999999999,0.011992619926199263
2019-10-07,electronics.clocks,37412,386,600,158463.32,0.01603763498342778
2019-10-07,electronics.smartphone,305674,12500,9573,4278262.98,0.03131767831088022
2019-10-07,electronics.tablet,7907,105,121,36087.240000000005,0.015302896167952447
2019-10-07,electronics.telephone,6397,82,88,2823.22,0.013756448335157104
2019-10-07,electronics.video.projector,363,4,4,3261.8399999999997,0.011019283746556474
2019-10-07,electronics.video.tv,23842,628,553,198210.72,0.02319436288901938
2019-10-07,furniture.bathroom.bath,354,0,6,1553.49,0.01694915254237288
2019-10-07,furniture.bathroom.toilet,490,0,4,239.83,0.00816326530612245
2019-10-07,furniture.bedroom.bed,8136,11,32,6021.38,0.003933136676499509
2019-10-07,furniture.bedroom.blanket,469,0,2,82.34,0.0042643923240938165
2019-10-07,furniture.bedroom.pillow,451,0,6,170.56,0.013303769401330377
2019-10-07,furniture.kitchen.chair,2248,19,21,1494.3400000000001,0.009341637010676156
2019-10-07,furniture.kitchen.table,2137,0,14,2213.37,0.006551240056153486
2019-10-07,furniture.living_room.cabinet,6827,0,48,12391.330000000002,0.007030906694009082
2019-10-07,furniture.living_room.chair,2278,9,20,2042.5599999999997,0.00877963125548727
2019-10-07,furniture.living_room.sofa,4040,0,27,14801.84,0.006683168316831683
2019-10-07,furniture.universal.light,465,0,2,67.36,0.004301075268817204
2019-10-07,kids.carriage,7051,11,70,10210.720000000001,0.00992766983406609
2019-10-07,kids.dolls,766,0,5,136.76,0.006527415143603133
2019-10-07,kids.fmcg.diapers,664,0,17,267.28999999999996,0.025602409638554216
2019-10-07,kids.skates,2773,7,22,4751.32,0.007933645870897944
2019-10-07,kids.swing,785,4,7,692.94,0.008917197452229299
2019-10-07,kids.toys,2401,2,22,622.68,0.009162848812994586
2019-10-07,medicine.tools.tonometer,250,4,7,295.53999999999996,0.028
2019-10-07,sport.bicycle,4076,0,30,7239.289999999999,0.007360157016683023
2019-10-07,sport.ski,79,0,0,0.0,0.0
2019-10-07,sport.snowboard,80,0,0,0.0,0.0
2019-10-07,sport.tennis,108,0,0,0.0,0.0
2019-10-07,sport.trainer,786,0,6,2342.14,0.007633587786259542
2019-10-07,stationery.cartrige,170,0,0,0.0,0.0
2019-10-08,accessories.bag,6574,12,36,1419.4399999999998,0.005476118040766657
2019-10-08,accessories.umbrella,120,0,2,50.96,0.016666666666666666
2019-10-08,accessories.wallet,1289,0,9,432.17,0.0069821567106283944
2019-10-08,apparel.belt,65,0,0,0.0,0.0
2019-10-08,apparel.costume,1646,0,5,514.8299999999999,0.003037667071688943
2019-10-08,apparel.dress,662,0,0,0.0,0.0
2019-10-08,apparel.jeans,2558,0,7,288.78999999999996,0.002736512900703675
2019-10-08,apparel.scarf,75,0,1,25.48,0.013333333333333334
2019-10-08,apparel.shirt,470,0,1,29.6,0.002127659574468085
2019-10-08,apparel.shoes,15270,0,68,6480.689999999999,0.004453176162409954
2019-10-08,apparel.shoes.ballet_shoes,89,0,1,16.99,0.011235955056179775
2019-10-08,apparel.shoes.espadrilles,68,0,0,0.0,0.0
2019-10-08,apparel.shoes.keds,10816,0,56,4707.83,0.005177514792899409
2019-10-08,apparel.shoes.moccasins,429,0,1,72.07,0.002331002331002331
2019-10-08,apparel.shoes.sandals,274,0,1,35.78,0.0036496350364963502
2019-10-08,apparel.shoes.slipons,145,0,0,0.0,0.0
2019-10-08,apparel.shoes.step_ins,58,0,0,0.0,0.0
2019-10-08,apparel.shorts,27,0,0,0.0,0.0
2019-10-08,apparel.skirt,55,0,1,18.02,0.01818181818181818
2019-10-08,apparel.sock,79,0,0,0.0,0.0
2019-10-08,apparel.trousers,744,0,1,73.34,0.0013440860215053765
2019-10-08,apparel.tshirt,1141,0,2,79.75,0.0017528483786152498
2019-10-08,apparel.underwear,1420,0,2,35.81,0.0014084507042253522
2019-10-08,appliances.environment.air_conditioner,1114,4,9,3909.33,0.00807899461400359
2019-10-08,appliances.environment.air_heater,3755,21,45,2192.83,0.011984021304926764
2019-10-08,appliances.environment.fan,81,0,0,0.0,0.0
2019-10-08,appliances.environment.vacuum,20769,200,288,37462.95,0.013866820742452693
2019-10-08,appliances.environment.water_heater,4013,47,85,9428.859999999999,0.02118116122601545
2019-10-08,appliances.iron,4184,8,107,5557.54,0.0255736137667304
2019-10-08,appliances.ironing_board,1004,0,28,833.5899999999999,0.027888446215139442
2019-10-08,appliances.kitchen.blender,5601,36,85,4833.01,0.01517586145331191
2019-10-08,appliances.kitchen.coffee_grinder,372,5,6,122.04,0.016129032258064516
2019-10-08,appliances.kitchen.coffee_machine,2281,0,20,3971.71,0.008768084173608066
2019-10-08,appliances.kitchen.dishwasher,2273,3,8,3105.9199999999996,0.0035195776506819184
2019-10-08,appliances.kitchen.grill,2375,13,20,3270.7099999999996,0.008421052631578947
2019-10-08,appliances.kitchen.hob,2546,0,34,6842.059999999999,0.01335428122545169
2019-10-08,appliances.kitchen.hood,3362,4,21,1946.24,0.006246281975014872
2019-10-08,appliances.kitchen.juicer,1709,1,15,1278.87,0.008777062609713282
2019-10-08,appliances.kitchen.kettle,5026,42,77,2258.09,0.01532033426183844
2019-10-08,appliances.kitchen.meat_grinder,4973,34,85,6646.95,0.017092298411421677
2019-10-08,appliances.kitchen.microwave,4742,33,113,8132.39,0.023829607760438635
2019-10-08,appliances.kitchen.mixer,2435,11,32,1368.0900000000001,0.013141683778234086
2019-10-08,appliances.kitchen.oven,5285,3,64,10244.739999999998,0.012109744560075686
2019-10-08,appliances.kitchen.refrigerators,26520,74,320,98279.94,0.012066365007541479
2019-10-08,appliances.kitchen.steam_cooker,448,2,11,2824.1400000000003,0.024553571428571428
2019-10-08,appliances.kitchen.toster,882,2,15,468.74,0.017006802721088437
2019-10-08,appliances.kitchen.washer,20963,204,412,113881.78,0.019653675523541476
2019-10-08,appliances.personal.hair_cutter,1832,0,24,804.6899999999999,0.013100436681222707
2019-10-08,appliances.personal.massager,357,0,4,138.99,0.011204481792717087
2019-10-08,appliances.personal.scales,2006,14,43,707.6200000000001,0.02143569292123629
2019-10-08,appliances.sewing_machine,3638,27,54,13342.499999999998,0.014843320505772403
2019-10-08,auto.accessories.alarm,9945,183,119,15926.779999999999,0.011965811965811967
2019-10-08,auto.accessories.compressor,3189,2,20,3351.3599999999997,0.006271558482282847
2019-10-08,auto.accessories.parktronic,786,0,1,32.18,0.001272264631043257
2019-10-08,auto.accessories.player,31221,51,313,34512.64000000001,0.010025303481630953
2019-10-08,auto.accessories.radar,2529,28,22,1905.04,0.008699090549624358
2019-10-08,auto.accessories.videoregister,14184,121,145,17239.62,0.010222786238014665
2019-10-08,auto.accessories.winch,862,0,0,0.0,0.0
2019-10-08,computers.components.cooler,1466,0,11,781.76,0.007503410641200546
2019-10-08,computers.components.cpu,1526,3,12,3327.52,0.007863695937090432
2019-10-08,computers.components.hdd,1666,17,26,1542.8600000000001,0.015606242496998799
2019-10-08,computers.components.memory,1242,0,20,1057.3400000000001,0.01610305958132045
2019-10-08,computers.components.motherboard,1295,1,13,1499.79,0.010038610038610039
2019-10-08,computers.components.power_supply,604,0,3,207.33,0.004966887417218543
2019-10-08,computers.components.videocards,2837,14,37,11221.51,0.013041945717307015
2019-10-08,computers.desktop,11146,9,80,27793.15,0.007177462766911897
2019-10-08,computers.ebooks,783,2,7,1130.18,0.008939974457215836
2019-10-08,computers.notebook,32201,90,441,237886.84,0.01369522685630881
2019-10-08,computers.peripherals.camera,185,1,2,298.31,0.010810810810810811
2019-10-08,computers.peripherals.keyboard,2045,1,18,1218.8500000000001,0.008801955990220049
2019-10-08,computers.peripherals.monitor,2948,7,31,6509.4400000000005,0.01051560379918589
2019-10-08,computers.peripherals.mouse,2322,12,46,1529.29,0.019810508182601206
2019-10-08,computers.peripherals.printer,4290,66,78,13034.42,0.01818181818181818
2019-10-08,construction.components.faucet,712,1,3,99.84,0.004213483146067416
2019-10-08,construction.tools.drill,8600,55,80,6544.77,0.009302325581395349
2019-10-08,construction.tools.generator,2954,4,35,4748.06,0.011848341232227487
2019-10-08,construction.tools.light,705,0,4,52.58,0.005673758865248227
2019-10-08,construction.tools.painting,505,1,2,553.5,0.0039603960396039604
2019-10-08,construction.tools.pump,845,4,3,335.38,0.0035502958579881655
2019-10-08,construction.tools.saw,4099,57,51,7531.11,0.012442059038789949
2019-10-08,construction.tools.welding,2656,37,32,6556.58,0.012048192771084338
2019-10-08,country_yard.cultivator,312,0,0,0.0,0.0
2019-10-08,country_yard.furniture.bench,18,0,0,0.0,0.0
2019-10-08,country_yard.furniture.hammok,64,0,0,0.0,0.0
2019-10-08,country_yard.lawn_mower,174,0,3,339.89,0.017241379310344827
2019-10-08,electronics.audio.acoustic,2503,1,27,4387.38,0.010787055533359968
2019-10-08,electronics.audio.headphone,28875,1116,827,95719.06999999999,0.02864069264069264
2019-10-08,electronics.audio.microphone,881,3,9,647.29,0.01021566401816118
2019-10-08,electronics.audio.music_tools.piano,1162,7,17,2991.34,0.014629948364888123
2019-10-08,electronics.audio.subwoofer,18753,33,218,18730.64,0.01162480669759505
2019-10-08,electronics.camera.photo,267,0,7,4282.62,0.026217228464419477
2019-10-08,electronics.camera.video,1229,4,15,6628.14,0.012205044751830757
2019-10-08,electronics.clocks,41238,382,559,143604.39,0.013555458557641011
2019-10-08,electronics.smartphone,307013,12568,9971,4658322.449999999,0.032477452094862434
2019-10-08,electronics.tablet,8674,159,158,49870.740000000005,0.018215356237030206
2019-10-08,electronics.telephone,7443,129,117,4161.87,0.015719467956469165
2019-10-08,electronics.video.projector,430,7,0,0.0,0.0
2019-10-08,electronics.video.tv,25735,488,486,185856.78000000003,0.01888478725471148
2019-10-08,furniture.bathroom.bath,384,0,0,0.0,0.0
2019-10-08,furniture.bathroom.toilet,490,2,0,0.0,0.0
2019-10-08,furniture.bedroom.bed,7546,3,47,9942.019999999999,0.006228465412138882
2019-10-08,furniture.bedroom.blanket,650,0,7,208.3,0.010769230769230769
2019-10-08,furniture.bedroom.pillow,620,0,7,250.31999999999996,0.01129032258064516
2019-10-08,furniture.kitchen.chair,2619,11,27,1703.61,0.010309278350515464
2019-10-08,furniture.kitchen.table,2065,0,15,3120.24,0.007263922518159807
2019-10-08,furniture.living_room.cabinet,7152,0,45,12006.749999999998,0.006291946308724832
2019-10-08,furniture.living_room.chair,3854,8,33,3606.4199999999996,0.008562532433834976
2019-10-08,furniture.living_room.sofa,4507,0,18,9489.960000000001,0.0039937874417572666
2019-10-08,furniture.universal.light,467,0,1,53.62,0.0021413276231263384
2019-10-08,kids.carriage,6936,17,66,10883.369999999999,0.009515570934256055
2019-10-08,kids.dolls,1238,2,15,870.96,0.012116316639741519
2019-10-08,kids.fmcg.diapers,743,0,17,241.64,0.02288021534320323
2019-10-08,kids.skates,2872,8,16,3984.99,0.005571030640668524
2019-10-08,kids.swing,1054,9,10,1321.08,0.009487666034155597
2019-10-08,kids.toys,2717,7,20,712.1400000000002,0.00736105999263894
2019-10-08,medicine.tools.tonometer,268,2,5,224.72,0.018656716417910446
2019-10-08,sport.bicycle,4649,2,39,10083.509999999998,0.008388900838890084
2019-10-08,sport.ski,59,0,0,0.0,0.0
2019-10-08,sport.snowboard,125,0,0,0.0,0.0
2019-10-08,sport.tennis,89,0,0,0.0,0.0
2019-10-08,sport.trainer,919,0,9,2233.04,0.009793253536452665
2019-10-08,stationery.cartrige,230,1,3,47.349999999999994,0.013043478260869565
2019-10-09,accessories.bag,6325,12,42,1421.7199999999998,0.0066403162055335965
2019-10-09,accessories.umbrella,126,0,2,50.96,0.015873015873015872
2019-10-09,accessories.wallet,1258,0,7,256.11,0.005564387917329093
2019-10-09,apparel.belt,57,0,0,0.0,0.0
2019-10-09,apparel.costume,1715,0,6,674.4200000000001,0.003498542274052478
2019-10-09,apparel.dress,699,0,0,0.0,0.0
2019-10-09,apparel.jeans,2307,0,7,346.21999999999997,0.003034243606415258
2019-10-09,apparel.scarf,71,0,0,0.0,0.0
2019-10-09,apparel.shirt,473,0,0,0.0,0.0
2019-10-09,apparel.shoes,17104,0,67,6423.780000000001,0.003917212347988775
2019-10-09,apparel.shoes.ballet_shoes,97,0,0,0.0,0.0
2019-10-09,apparel.shoes.espadrilles,56,0,0,0.0,0.0
2019-10-09,apparel.shoes.keds,12264,0,86,6749.99,0.007012393998695368
2019-10-09,apparel.shoes.moccasins,519,0,3,223.95,0.005780346820809248
2019-10-09,apparel.shoes.sandals,284,0,1,37.32,0.0035211267605633804
2019-10-09,apparel.shoes.slipons,208,0,0,0.0,0.0
2019-10-09,apparel.shoes.step_ins,52,0,0,0.0,0.0
2019-10-09,apparel.shorts,23,0,0,0.0,0.0
2019-10-09,apparel.skirt,67,0,0,0.0,0.0
2019-10-09,apparel.sock,55,0,0,0.0,0.0
2019-10-09,apparel.trousers,814,0,0,0.0,0.0
2019-10-09,apparel.tshirt,1322,0,3,126.04999999999998,0.0022692889561270802
2019-10-09,apparel.underwear,1406,0,4,90.43,0.002844950213371266
2019-10-09,appliances.environment.air_conditioner,1122,0,13,5983.35,0.011586452762923352
2019-10-09,appliances.environment.air_heater,3821,16,44,1640.8100000000002,0.011515310128238681
2019-10-09,appliances.environment.fan,88,0,0,0.0,0.0
2019-10-09,appliances.environment.vacuum,20536,210,285,44136.89,0.013878067783404753
2019-10-09,appliances.environment.water_heater,3655,89,68,6982.74,0.018604651162790697
2019-10-09,appliances.iron,4180,12,91,5571.599999999999,0.021770334928229666
2019-10-09,appliances.ironing_board,927,0,14,493.43000000000006,0.015102481121898598
2019-10-09,appliances.kitchen.blender,5395,29,80,4636.33,0.014828544949026877
2019-10-09,appliances.kitchen.coffee_grinder,329,6,4,86.16000000000001,0.0121580547112462
2019-10-09,appliances.kitchen.coffee_machine,2227,1,15,3254.6600000000008,0.00673551863493489
2019-10-09,appliances.kitchen.dishwasher,2256,2,15,5327.720000000001,0.006648936170212766
2019-10-09,appliances.kitchen.grill,1895,19,12,2274.7299999999996,0.0063324538258575196
2019-10-09,appliances.kitchen.hob,2608,1,25,5013.040000000001,0.009585889570552147
2019-10-09,appliances.kitchen.hood,3068,0,22,1800.17,0.007170795306388526
2019-10-09,appliances.kitchen.juicer,1562,4,21,1846.8600000000001,0.013444302176696543
2019-10-09,appliances.kitchen.kettle,5416,29,76,2772.1800000000007,0.014032496307237814
2019-10-09,appliances.kitchen.meat_grinder,4569,29,74,6205.59,0.016196104180345807
2019-10-09,appliances.kitchen.microwave,4648,53,112,9311.740000000002,0.024096385542168676
2019-10-09,appliances.kitchen.mixer,2629,14,29,1632.8400000000001,0.01103081019399011
2019-10-09,appliances.kitchen.oven,5483,10,96,8780.46,0.01750866314061645
2019-10-09,appliances.kitchen.refrigerators,25779,109,309,101060.61,0.01198650064005586
2019-10-09,appliances.kitchen.steam_cooker,523,0,3,318.49,0.0057361376673040155
2019-10-09,appliances.kitchen.toster,747,2,14,558.8100000000001,0.018741633199464525
2019-10-09,appliances.kitchen.washer,21497,141,381,106817.45,0.01772340326557194
2019-10-09,appliances.personal.hair_cutter,2029,3,30,1246.1000000000001,0.014785608674223755
2019-10-09,appliances.personal.massager,505,0,2,89.87,0.0039603960396039604
2019-10-09,appliances.personal.scales,1757,14,38,715.35,0.021627774615822423
2019-10-09,appliances.sewing_machine,4085,24,41,11273.469999999998,0.01003671970624235
2019-10-09,auto.accessories.alarm,9421,149,140,19887.94,0.014860418214626898
2019-10-09,auto.accessories.compressor,2879,3,22,3531.0499999999993,0.007641542202153525
2019-10-09,auto.accessories.parktronic,638,0,0,0.0,0.0
2019-10-09,auto.accessories.player,24519,82,256,29624.93,0.010440882580855662
2019-10-09,auto.accessories.radar,2023,31,21,1524.6899999999998,0.010380622837370242
2019-10-09,auto.accessories.videoregister,12119,127,134,14480.669999999998,0.011057017905767803
2019-10-09,auto.accessories.winch,815,0,1,350.48,0.001226993865030675
2019-10-09,computers.components.cooler,1635,0,14,882.45,0.00856269113149847
2019-10-09,computers.components.cpu,1695,0,7,1163.05,0.004129793510324484
2019-10-09,computers.components.hdd,1888,22,24,1605.9300000000003,0.012711864406779662
2019-10-09,computers.components.memory,1325,2,12,555.0000000000001,0.009056603773584906
2019-10-09,computers.components.motherboard,1437,0,8,859.8499999999999,0.0055671537926235215
2019-10-09,computers.components.power_supply,538,7,5,253.67000000000002,0.00929368029739777
2019-10-09,computers.components.videocards,2567,16,17,4187.17,0.006622516556291391
2019-10-09,computers.desktop,12004,11,83,30767.81,0.006914361879373542
2019-10-09,computers.ebooks,924,3,9,1504.95,0.00974025974025974
2019-10-09,computers.notebook,33888,101,440,228646.87,0.012983947119924457
2019-10-09,computers.peripherals.camera,127,1,1,47.52,0.007874015748031496
2019-10-09,computers.peripherals.keyboard,1768,9,18,955.68,0.010180995475113122
2019-10-09,computers.peripherals.monitor,2766,9,27,5891.750000000001,0.009761388286334056
2019-10-09,computers.peripherals.mouse,2339,17,39,1020.6800000000001,0.016673792218896963
2019-10-09,computers.peripherals.printer,4330,89,68,12080.650000000001,0.015704387990762125
2019-10-09,construction.components.faucet,823,0,6,472.41999999999996,0.007290400972053463
2019-10-09,construction.tools.drill,9013,55,88,6114.39,0.009763674692111394
